"","state","Year","ViolentCrimeRate_Inc","PropCrimeRate_Inc","PoliceExpenseRate_Inc","CorrectionExpenseRate_Inc"
"1412","South Dakota","2008","-12.64","0.72","2.18","-4.3"
"1413","Tennessee","2008","4.47","1.45","-3.57","4.23"
"1414","Texas","2008","0.47","3.4","-1.47","-4.35"
"1415","United States","2008","2.88","1.92","-1.74","-2.11"
"1416","Utah","2008","6.48","4.24","-2.04","1"
"1417","Vermont","2008","-6.11","-7.55","5.25","-1.11"
"1418","Virginia","2008","5.82","-1.8","-0.59","-2.38"
"1419","Washington","2008","0.69","6.32","2.63","-4.02"
"1420","West Virginia","2008","0.33","-0.63","-10.02","3.75"
"1421","Wisconsin","2008","5.81","2.96","0.43","-1.49"
"1422","Wyoming","2008","2.96","5.66","9.02","-24.49"
"1423","Alabama","2009","0.6","8.04","-9.83","-4.36"
"1424","Alaska","2009","2.95","-0.45","-12.15","-4.06"
"1425","Arizona","2009","13.86","14.3","-1.6","-6.82"
"1426","Arkansas","2009","-0.54","2.38","-2.47","16.52"
"1427","California","2009","6.53","7.69","-4.41","-3.98"
"1428","Colorado","2009","4.46","5.63","-7.23","-2.06"
"1429","Connecticut","2009","1.93","6.06","1.21","-1.49"
"1430","Delaware","2009","9.79","7.18","0.47","3.96"
"1431","Florida","2009","12.47","7.8","-8.42","3.27"
"1432","Georgia","2009","14.23","9.05","3.62","0.88"
"1433","Hawaii","2009","-0.58","-2.79","-8.6","-4.85"
"1434","Idaho","2009","-1.91","3.78","-11.19","-4.07"
"1435","Illinois","2009","5.67","7.15","-7.28","-0.05"
"1436","Indiana","2009","1.08","7.65","1.12","1.41"
"1437","Iowa","2009","2.13","4.74","-2","0.58"
"1438","Kansas","2009","1.4","4.97","-2.18","-7.96"
"1439","Kentucky","2009","16.55","6.23","3.71","3.17"
"1440","Louisiana","2009","4.43","0.99","-4.99","-8.47"
"1441","Maine","2009","-0.42","2.44","-4.79","3.84"
"1442","Maryland","2009","6.47","9.98","-9.55","-4.63"
"1443","Massachusetts","2009","0.26","3.29","-4.1","5.7"
"1444","Minnesota","2009","8.55","8.29","-12.71","-0.33"
"1445","Mississippi","2009","6.29","-1.66","-9.72","-6.54"
"1446","Missouri","2009","1.93","8.69","-11.45","-2.46"
"1447","Montana","2009","8.5","6.76","-7.57","-10.85"
"1448","Nebraska","2009","7.91","4.02","6.95","-5.07"
"1449","Nevada","2009","3.47","12.98","-5.27","-4.53"
"1450","New Hampshire","2009","-2.68","-0.74","-2.97","-6.64"
"1451","New Mexico","2009","3.34","2.74","-4.21","-2.54"
"1452","New York","2009","3.51","3.2","-3","-0.75"
"1453","North Carolina","2009","15.6","10.32","0.32","-7.27"
"1454","North Dakota","2009","-15.69","2.54","-17.02","-8.68"
"1455","Ohio","2009","6.06","4.56","-6.01","-3.36"
"1456","Oklahoma","2009","5.58","-3.22","-6.86","-0.93"
"1457","Oregon","2009","0.31","10.08","-11.52","-1.47"
"1458","Pennsylvania","2009","7.25","9.7","-7.26","0.12"
"1459","Rhode Island","2009","-0.59","8.73","-4.12","15.37"
"1460","South Carolina","2009","8.26","8.46","-2.01","-2.85"
"1461","South Dakota","2009","26.61","-2.58","-7.39","-4.75"
"1462","Tennessee","2009","8.51","7.26","-7","-6.67"
"1463","Texas","2009","3.46","-0.71","-9.28","-8.84"
"1464","United States","2009","6.18","5.7","-5.27","-2.53"
"1465","Utah","2009","4.6","2.45","-1.71","-2.28"
"1466","Vermont","2009","2.15","6.04","-7.13","-0.25"
"1467","Virginia","2009","11.7","2.88","-1.1","-6.01"
"1468","Washington","2009","-0.62","3.44","-5.19","1.47"
"1469","West Virginia","2009","-9.6","-0.24","-13.11","-6.4"
"1470","Wisconsin","2009","6.33","5.76","-8.43","-4.47"
"1471","Wyoming","2009","13.65","4.13","-28.47","10.06"
"1472","Alabama","2010","17.31","7.15","4.6","5.21"
"1473","Alaska","2010","-0.3","3.65","-4.92","-0.35"
"1474","Arizona","2010","3.12","1.48","2.11","5.87"
"1475","Arkansas","2010","2.44","6.23","-1.68","-10.74"
"1476","California","2010","7.67","3.84","4.83","12.21"
"1477","Colorado","2010","4.66","-0.14","0.09","-5.43"
"1478","Connecticut","2010","6.7","7.29","-2.51","11.54"
"1479","Delaware","2010","3.55","-2.9","3.41","7.59"
"1480","Florida","2010","13.15","8.15","3.22","6.47"
"1481","Georgia","2010","6.39","0.92","-0.07","2.48"
"1482","Hawaii","2010","3.71","9.53","2.47","19.39"
"1483","Idaho","2010","11.66","0.94","0.9","12.2"
"1484","Illinois","2010","11.76","0.69","-0.01","1.46"
"1485","Indiana","2010","3.31","1.37","-3.41","6.04"
"1486","Iowa","2010","5.07","3.39","2.34","6.18"
"1487","Kansas","2010","9.65","3.51","-1.36","4.82"
"1488","Kentucky","2010","4.55","-1.28","0.46","1.71"
"1489","Louisiana","2010","15.78","5.43","0.96","7.37"
"1490","Maine","2010","-1.8","-2.97","-1.62","3.18"
"1491","Maryland","2010","8","6.78","1.46","5.67"
"1492","Massachusetts","2010","-1.34","-1.43","0.62","14.22"
"1493","Minnesota","2010","3.73","2.95","6.7","9.78"
"1494","Mississippi","2010","6.31","-0.83","4.42","-1.09"
"1495","Missouri","2010","7.69","0.6","0.24","4.86"
"1496","Montana","2010","4.06","-0.69","-1.07","-4.14"
"1497","Nebraska","2010","3.99","3.75","-2.73","-1.82"
"1498","Nevada","2010","6.37","10.46","5.65","24.28"
"1499","New Hampshire","2010","-4.18","-2.09","-7.86","-10.8"
"1500","New Mexico","2010","7.55","8.41","2.29","-4.88"
"1501","New York","2010","-2.54","-1.32","-3.16","-2.81"
"1502","North Carolina","2010","11.52","6.4","-0.46","-0.62"
"1503","North Dakota","2010","16.08","11.27","3.15","-0.17"
"1504","Ohio","2010","5.47","-0.15","4.23","10.14"
"1505","Oklahoma","2010","4.57","4.26","0.15","7.69"
"1506","Oregon","2010","3.66","-1.28","5.73","-1.1"
"1507","Pennsylvania","2010","4.31","1.19","0.94","-1.61"
"1508","Rhode Island","2010","-1.2","2.16","-8.69","5.11"
"1509","South Carolina","2010","12.12","0.1","1.15","7.21"
"1510","South Dakota","2010","-18.67","-4.84","-4.92","1.77"
"1511","Tennessee","2010","8.82","2.84","-1.88","4.77"
"1512","Texas","2010","9.5","6.6","-0.84","4.69"
"1513","United States","2010","6.77","3.24","1.6","5.21"
"1514","Utah","2010","0.89","3.55","2.48","6.7"
"1515","Vermont","2010","2.75","6.71","-4.22","-1.87"
"1516","Virginia","2010","7.75","5.39","6.92","9.21"
"1517","Washington","2010","7.27","-0.53","0.93","6.89"
"1518","West Virginia","2010","1.33","14.03","8.79","-6.86"
"1519","Wisconsin","2010","4.1","4.11","1.21","1.78"
"1520","Wyoming","2010","11.02","6.53","13.08","16.17"
"1521","Alabama","2011","-8.6","-2.15","3.31","4.1"
"1522","Alaska","2011","4.13","7.54","6.01","-0.15"
"1523","Arizona","2011","-0.14","-0.51","5.33","18.13"
"1524","Arkansas","2011","4.4","-5.44","1.2","-4.99"
"1525","California","2011","6.91","1.77","6.25","-1.23"
"1526","Colorado","2011","2.96","3.05","2.17","12.94"
"1527","Connecticut","2011","2.29","1.69","0.82","1"
"1528","Delaware","2011","10.05","0.65","0.93","2.27"
"1529","Florida","2011","5.19","0.97","5.46","8.71"
"1530","Georgia","2011","7.39","-0.04","1.22","3.46"
"1531","Hawaii","2011","5.13","5.21","4.01","12.82"
"1532","Idaho","2011","9.05","-3.61","0.46","7.64"
"1533","Illinois","2011","4.93","1.47","2.94","-8.27"
"1534","Indiana","2011","-2.56","-2.89","2.4","5.39"
"1535","Iowa","2011","4.35","-4.15","0.85","-5.72"
"1536","Kansas","2011","4.25","0.91","3.36","2.44"
"1537","Kentucky","2011","1.79","-6.19","3.65","1.54"
"1538","Louisiana","2011","0.13","-1.06","-1.46","3.94"
"1539","Maine","2011","-0.97","-2.66","6.2","6.62"
"1540","Maryland","2011","10.7","4.84","-0.77","5.19"
"1541","Massachusetts","2011","9.74","4.63","-4.27","17.81"
"1542","Minnesota","2011","2.26","0.87","6.18","2.71"
"1543","Mississippi","2011","0.11","-1.1","0.23","1.67"
"1544","Missouri","2011","2.28","1.11","2.29","5.26"
"1545","Montana","2011","-0.11","7.1","-0.05","6.8"
"1546","Nebraska","2011","9.74","-3.43","1.34","1.99"
"1547","Nevada","2011","16.7","7.65","3.43","3.02"
"1548","New Hampshire","2011","-22.96","-10.69","5.21","14.51"
"1549","New Mexico","2011","2.67","-3.18","4.5","4.77"
"1550","New York","2011","-0.7","2.68","0.28","6.91"
"1551","North Carolina","2011","4.74","-1.62","1.85","4.24"
"1552","North Dakota","2011","-7.5","-8.58","-2.64","-11.82"
"1553","Ohio","2011","3.11","-0.96","3.99","1.91"
"1554","Oklahoma","2011","5.22","2.09","-2.06","10.12"
"1555","Oregon","2011","0.84","-3.53","5.31","5.9"
"1556","Pennsylvania","2011","1.13","-2.29","2.92","2.11"
"1557","Rhode Island","2011","4.59","-3.8","5.89","-0.67"
"1558","South Carolina","2011","0.89","-0.4","0.99","13.01"
"1559","South Dakota","2011","5.2","0.12","5.28","5.76"
"1560","Tennessee","2011","0.69","1.52","2.08","3.44"
"1561","Texas","2011","9.74","8.14","2.53","3.12"
"1562","United States","2011","4.49","1.39","2.84","3.71"
"1563","Utah","2011","8.32","6.5","2.91","5.01"
"1564","Vermont","2011","-11.25","-6.04","-5.19","1.53"
"1565","Virginia","2011","8.4","3.49","1.73","2.85"
"1566","Washington","2011","6.16","3.35","1.27","8.93"
"1567","West Virginia","2011","1.65","5.91","-1.57","2.93"
"1568","Wisconsin","2011","-0.4","2.38","-0.99","2.16"
"1569","Wyoming","2011","-9.8","8.23","6.94","3.56"
"1570","Alabama","2012","-6.77","2.85","5.16","4.13"
"1571","Alaska","2012","0.99","-3.86","-1.97","-6.69"
"1572","Arizona","2012","-3.36","0.51","6.17","-1.85"
"1573","Arkansas","2012","2.7","1.34","-4.73","7.77"
"1574","California","2012","-2.9","-6.43","4.89","2.47"
"1575","Colorado","2012","2.28","-3.35","7.58","-1.78"
"1576","Connecticut","2012","-2.75","0.19","-0.74","2.77"
"1577","Delaware","2012","2.89","2.48","-2.59","-3.57"
"1578","Florida","2012","5.67","7.36","3.8","10"
"1579","Georgia","2012","-1.42","6.34","0.94","11.88"
"1580","Hawaii","2012","3.46","1.92","3.07","1.22"
"1581","Idaho","2012","-3.62","4.07","0.47","-34.48"
"1582","Illinois","2012","1.87","3.6","3","7.33"
"1583","Indiana","2012","-3.77","4.39","15.76","4.49"
"1584","Iowa","2012","-3.13","2.76","-3.55","-8.14"
"1585","Kansas","2012","-0.28","-2.14","2.2","8.61"
"1586","Kentucky","2012","6.54","5.84","-7.11","-4.72"
"1587","Louisiana","2012","11.75","4.22","5.69","6.16"
"1588","Maine","2012","0.74","1.28","1.01","3.73"
"1589","Maryland","2012","3.39","3.59","5.79","1.1"
"1590","Massachusetts","2012","4.99","4.44","0.43","25.5"
"1591","Minnesota","2012","-0.17","-0.83","3.94","4.26"
"1592","Mississippi","2012","3.42","7.32","2.2","0.9"
"1593","Missouri","2012","-0.84","-0.11","4.91","-3.61"
"1594","Montana","2012","-0.97","-7.77","-4.75","8.73"
"1595","Nebraska","2012","-2.01","0.11","-1.14","3.99"
"1596","Nevada","2012","-6.65","-8.45","8.02","2.86"
"1597","New Hampshire","2012","1.07","2.42","2.88","2.13"
"1598","New Mexico","2012","2.34","-1.83","2.19","16.82"
"1599","New York","2012","-2.24","-0.54","-0.01","4.26"
"1600","North Carolina","2012","-2.04","3.84","-9.44","-0.4"
"1601","North Dakota","2012","0.98","-4.47","8.42","-13.89"
"1602","Ohio","2012","1.23","2.84","1.24","7.46"
"1603","Oklahoma","2012","-3.56","-1.75","9.69","8.34"
"1604","Oregon","2012","0.89","-2.81","-0.67","0.59"
"1605","Pennsylvania","2012","1.94","2.65","-0.42","-0.45"
"1606","Rhode Island","2012","-2.73","3.43","1.27","-3.98"
"1607","South Carolina","2012","6.49","2.3","3.67","2.6"
"1608","South Dakota","2012","-21.06","-10.58","-0.74","0.37"
"1609","Tennessee","2012","-4.81","6.87","7.81","3.86"
"1610","Texas","2012","0","3.57","6.77","14.96"
"1611","United States","2012","-0.18","1.3","2.7","4.08"
"1612","Utah","2012","-5.24","-1.14","1.68","-3.37"
"1613","Vermont","2012","3.72","-3.72","-7.8","-3.55"
"1614","Virginia","2012","3.19","3.54","0.68","1.4"
"1615","Washington","2012","-0.94","-2.98","-4.33","7.94"
"1616","West Virginia","2012","-7.44","-12.26","0.16","-0.71"
"1617","Wisconsin","2012","-11.98","-0.36","2.85","6.16"
"1618","Wyoming","2012","8.99","-1.01","7.18","-2.85"
"1619","Alabama","2013","4.48","4.71","-1.14","5.96"
"1620","Alaska","2013","-5.42","-4.64","-6.48","-4.72"
"1621","Arizona","2013","3.13","5.09","3.67","-1.02"
"1622","Arkansas","2013","1.38","3.05","-5.03","15.52"
"1623","California","2013","5.19","4.17","1.24","7.6"
"1624","Colorado","2013","0.65","1.14","-1.88","7.83"
"1625","Connecticut","2013","8.12","8.5","0.37","5.81"
"1626","Delaware","2013","9.95","6.83","-3.08","2.21"
"1627","Florida","2013","3.77","5.76","5.24","6.77"
"1628","Georgia","2013","1.23","0.7","2.58","5.02"
"1629","Hawaii","2013","-4.48","-2.78","3.17","2.03"
"1630","Idaho","2013","-2.51","6.42","1.3","-3.09"
"1631","Illinois","2013","3.25","12.58","-3.86","3.84"
"1632","Indiana","2013","-4.12","6.15","-0.17","-1.9"
"1633","Iowa","2013","-2.71","4.09","1.31","11.22"
"1634","Kansas","2013","4.05","6.64","-5.72","-6.54"
"1635","Kentucky","2013","6.64","8.49","-1","-0.16"
"1636","Louisiana","2013","-4.78","-1.24","1.33","1.3"
"1637","Maine","2013","-7.62","9.69","-1.27","3.38"
"1638","Maryland","2013","0.4","3.72","-6.27","-0.41"
"1639","Massachusetts","2013","0.15","5.41","-1.41","-3.26"
"1640","Minnesota","2013","-1.49","6.14","0.84","2.73"
"1641","Mississippi","2013","-6.27","3.13","-0.1","8.25"
"1642","Missouri","2013","4.06","5.71","1.23","-0.88"
"1643","Montana","2013","-3.23","0.57","-0.67","0.93"
"1644","Nebraska","2013","-2.27","4.84","4.11","1.54"
"1645","Nevada","2013","0.6","-0.79","2.81","6.59"
"1646","New Hampshire","2013","-3.67","9.64","-2.62","0.71"
"1647","New Mexico","2013","-10.1","-4.74","0.74","-0.86"
"1648","New York","2013","3.17","5.29","1.81","-4.5"
"1649","North Carolina","2013","3.67","8.62","1.41","18.7"
"1650","North Dakota","2013","-10.13","-3.91","2.25","11.31"
"1651","Ohio","2013","3.47","9.64","1.29","0.74"
"1652","Oklahoma","2013","6.34","4.61","-1.6","-8.25"
"1653","Oregon","2013","1.77","1.8","4.02","2.98"
"1654","Pennsylvania","2013","6.09","5.23","0.07","-2.32"
"1655","Rhode Island","2013","-1.67","5.35","-0.8","-0.41"
"1656","South Carolina","2013","10.23","5.57","0.42","3.81"
"1657","South Dakota","2013","0.19","7.92","-0.5","3.59"
"1658","Tennessee","2013","9","5.62","-3.73","0.25"
"1659","Texas","2013","-0.41","3.38","1.2","0.83"
"1660","United States","2013","2.29","4.93","0.52","2.29"
"1661","Utah","2013","-9.13","-0.68","2.06","3.94"
"1662","Vermont","2013","15.13","12.92","-2.84","-4.73"
"1663","Virginia","2013","-3.19","5.07","-1.01","-0.08"
"1664","Washington","2013","2.79","-0.72","2.62","2.8"
"1665","West Virginia","2013","4.88","11.27","2.33","-2.82"
"1666","Wisconsin","2013","1.14","12.36","0.54","3.68"
"1667","Wyoming","2013","-3.13","4.41","-0.56","3.73"
"1668","Alabama","2014","0.84","5.36","1.45","-2.19"
"1669","Alaska","2014","0.46","4.24","2.45","0.74"
"1670","Arizona","2014","3.93","5.25","3.13","0.08"
"1671","Arkansas","2014","-3.52","7.81","1.07","-5.96"
"1672","California","2014","1.64","8.61","-2.65","-6.6"
"1673","Colorado","2014","-1.2","4.94","-4.16","0.94"
"1674","Connecticut","2014","10.68","3.11","0.09","-3.78"
"1675","Delaware","2014","2.37","5.11","-1.99","-1.12"
"1676","Florida","2014","-13.17","-9.3","1.93","-4.57"
"1677","Georgia","2014","-0.5","3.62","0.78","5.04"
"1678","Hawaii","2014","-1.85","5.33","-12.74","-7.06"
"1679","Idaho","2014","1.41","1.05","0.08","1.02"
"1680","Illinois","2014","8.95","10.63","-0.26","-3.16"
"1681","Indiana","2014","-1.56","7.69","-0.58","-0.14"
"1682","Iowa","2014","-0.18","4.99","-2.83","9.03"
"1683","Kansas","2014","-1.66","8.2","7.29","5.47"
"1684","Kentucky","2014","-0.33","5.66","0.16","-1.67"
"1685","Louisiana","2014","1.26","3.47","7.21","12.42"
"1686","Maine","2014","3.68","15.38","-0.61","-1.28"
"1687","Maryland","2014","6.57","6.05","-2.05","0.69"
"1688","Massachusetts","2014","3.83","10.18","-10.13","33.84"
"1689","Minnesota","2014","2.31","5.31","-2.7","-0.74"
"1690","Mississippi","2014","-0.36","-6.71","-1.2","5.56"
"1691","Missouri","2014","-2.08","7.94","-2.49","0.63"
"1692","Montana","2014","-11","4.38","-1.63","1.31"
"1693","Nebraska","2014","-5.56","4.31","-2.16","-7.45"
"1694","Nevada","2014","-4.81","8.04","1","1.61"
"1695","New Hampshire","2014","13.82","12.78","-6.61","2.1"
"1696","New Mexico","2014","4.2","6.81","-2.26","-3.27"
"1697","New York","2014","3.14","5.97","1.05","4.36"
"1698","North Carolina","2014","3.49","8.01","-0.21","2.06"
"1699","North Dakota","2014","3.13","0.53","-1.24","7.23"
"1700","Ohio","2014","2.28","4.48","0.56","0.64"
"1701","Oklahoma","2014","9.88","9.7","-8.6","-1.79"
"1702","Oregon","2014","4.52","10.6","-2.54","-3.21"
"1703","Pennsylvania","2014","6.69","6.6","-5","5.78"
"1704","Rhode Island","2014","17.38","12.43","-5.16","0.94"
"1705","South Carolina","2014","2.17","4.93","1.07","0.22"
"1706","South Dakota","2014","-1.01","3.27","-0.83","-3.13"
"1707","Tennessee","2014","-3.71","4.44","-0.79","-5.94"
"1708","Texas","2014","1.08","7.74","-1.42","2.14"
"1709","United States","2014","0.9","5.28","-0.78","-0.21"
"1710","Utah","2014","6.17","5.72","-2.88","-2.02"
"1711","Vermont","2014","24.47","45.27","-0.96","-1.56"
"1712","Virginia","2014","0.82","7.47","-1.43","-4.91"
"1713","Washington","2014","1.68","0.26","-5.87","-0.16"
"1714","West Virginia","2014","1.06","5.87","-0.27","-0.22"
"1715","Wisconsin","2014","-3.31","4.81","4.28","-0.44"
"1716","Wyoming","2014","6.29","11.78","2.92","3.02"
"1717","Alabama","2001","Alabama","2001","Alabama","2001"
"1718","Alaska","2001","Alaska","2001","Alaska","2001"
"1719","Arizona","2001","Arizona","2001","Arizona","2001"
"1720","Arkansas","2001","Arkansas","2001","Arkansas","2001"
"1721","California","2001","California","2001","California","2001"
"1722","Colorado","2001","Colorado","2001","Colorado","2001"
"1723","Connecticut","2001","Connecticut","2001","Connecticut","2001"
"1724","Delaware","2001","Delaware","2001","Delaware","2001"
"1725","Florida","2001","Florida","2001","Florida","2001"
"1726","Georgia","2001","Georgia","2001","Georgia","2001"
"1727","Hawaii","2001","Hawaii","2001","Hawaii","2001"
"1728","Idaho","2001","Idaho","2001","Idaho","2001"
"1729","Illinois","2001","Illinois","2001","Illinois","2001"
"1730","Indiana","2001","Indiana","2001","Indiana","2001"
"1731","Iowa","2001","Iowa","2001","Iowa","2001"
"1732","Kansas","2001","Kansas","2001","Kansas","2001"
"1733","Kentucky","2001","Kentucky","2001","Kentucky","2001"
"1734","Louisiana","2001","Louisiana","2001","Louisiana","2001"
"1735","Maine","2001","Maine","2001","Maine","2001"
"1736","Maryland","2001","Maryland","2001","Maryland","2001"
"1737","Massachusetts","2001","Massachusetts","2001","Massachusetts","2001"
"1738","Minnesota","2001","Minnesota","2001","Minnesota","2001"
"1739","Mississippi","2001","Mississippi","2001","Mississippi","2001"
"1740","Missouri","2001","Missouri","2001","Missouri","2001"
"1741","Montana","2001","Montana","2001","Montana","2001"
"1742","Nebraska","2001","Nebraska","2001","Nebraska","2001"
"1743","Nevada","2001","Nevada","2001","Nevada","2001"
"1744","New Hampshire","2001","New Hampshire","2001","New Hampshire","2001"
"1745","New Mexico","2001","New Mexico","2001","New Mexico","2001"
"1746","New York","2001","New York","2001","New York","2001"
"1747","North Carolina","2001","North Carolina","2001","North Carolina","2001"
"1748","North Dakota","2001","North Dakota","2001","North Dakota","2001"
"1749","Ohio","2001","Ohio","2001","Ohio","2001"
"1750","Oklahoma","2001","Oklahoma","2001","Oklahoma","2001"
"1751","Oregon","2001","Oregon","2001","Oregon","2001"
"1752","Pennsylvania","2001","Pennsylvania","2001","Pennsylvania","2001"
"1753","Rhode Island","2001","Rhode Island","2001","Rhode Island","2001"
"1754","South Carolina","2001","South Carolina","2001","South Carolina","2001"
"1755","South Dakota","2001","South Dakota","2001","South Dakota","2001"
"1756","Tennessee","2001","Tennessee","2001","Tennessee","2001"
"1757","Texas","2001","Texas","2001","Texas","2001"
"1758","United States","2001","-25.53","-29.03","14.3","-5.09"
"1759","Utah","2001","Utah","2001","Utah","2001"
"1760","Vermont","2001","Vermont","2001","Vermont","2001"
"1761","Virginia","2001","Virginia","2001","Virginia","2001"
"1762","Washington","2001","Washington","2001","Washington","2001"
"1763","West Virginia","2001","West Virginia","2001","West Virginia","2001"
"1764","Wisconsin","2001","Wisconsin","2001","Wisconsin","2001"
"1765","Wyoming","2001","Wyoming","2001","Wyoming","2001"
"1766","Alabama","2003","Alabama","2003","Alabama","2003"
"1767","Alaska","2003","Alaska","2003","Alaska","2003"
"1768","Arizona","2003","Arizona","2003","Arizona","2003"
"1769","Arkansas","2003","Arkansas","2003","Arkansas","2003"
"1770","California","2003","California","2003","California","2003"
"1771","Colorado","2003","Colorado","2003","Colorado","2003"
"1772","Connecticut","2003","Connecticut","2003","Connecticut","2003"
"1773","Delaware","2003","Delaware","2003","Delaware","2003"
"1774","Florida","2003","Florida","2003","Florida","2003"
"1775","Georgia","2003","Georgia","2003","Georgia","2003"
"1776","Hawaii","2003","Hawaii","2003","Hawaii","2003"
"1777","Idaho","2003","Idaho","2003","Idaho","2003"
"1778","Illinois","2003","Illinois","2003","Illinois","2003"
"1779","Indiana","2003","Indiana","2003","Indiana","2003"
"1780","Iowa","2003","Iowa","2003","Iowa","2003"
"1781","Kansas","2003","Kansas","2003","Kansas","2003"
"1782","Kentucky","2003","Kentucky","2003","Kentucky","2003"
"1783","Louisiana","2003","Louisiana","2003","Louisiana","2003"
"1784","Maine","2003","Maine","2003","Maine","2003"
"1785","Maryland","2003","Maryland","2003","Maryland","2003"
"1786","Massachusetts","2003","Massachusetts","2003","Massachusetts","2003"
"1787","Minnesota","2003","Minnesota","2003","Minnesota","2003"
"1788","Mississippi","2003","Mississippi","2003","Mississippi","2003"
"1789","Missouri","2003","Missouri","2003","Missouri","2003"
"1790","Montana","2003","Montana","2003","Montana","2003"
"1791","Nebraska","2003","Nebraska","2003","Nebraska","2003"
"1792","Nevada","2003","Nevada","2003","Nevada","2003"
"1793","New Hampshire","2003","New Hampshire","2003","New Hampshire","2003"
"1794","New Mexico","2003","New Mexico","2003","New Mexico","2003"
"1795","New York","2003","New York","2003","New York","2003"
"1796","North Carolina","2003","North Carolina","2003","North Carolina","2003"
"1797","North Dakota","2003","North Dakota","2003","North Dakota","2003"
"1798","Ohio","2003","Ohio","2003","Ohio","2003"
"1799","Oklahoma","2003","Oklahoma","2003","Oklahoma","2003"
"1800","Oregon","2003","Oregon","2003","Oregon","2003"
"1801","Pennsylvania","2003","Pennsylvania","2003","Pennsylvania","2003"
"1802","Rhode Island","2003","Rhode Island","2003","Rhode Island","2003"
"1803","South Carolina","2003","South Carolina","2003","South Carolina","2003"
"1804","South Dakota","2003","South Dakota","2003","South Dakota","2003"
"1805","Tennessee","2003","Tennessee","2003","Tennessee","2003"
"1806","Texas","2003","Texas","2003","Texas","2003"
"1807","United States","2003","6.03","1.86","-6.34","-0.03"
"1808","Utah","2003","Utah","2003","Utah","2003"
"1809","Vermont","2003","Vermont","2003","Vermont","2003"
"1810","Virginia","2003","Virginia","2003","Virginia","2003"
"1811","Washington","2003","Washington","2003","Washington","2003"
"1812","West Virginia","2003","West Virginia","2003","West Virginia","2003"
"1813","Wisconsin","2003","Wisconsin","2003","Wisconsin","2003"
"1814","Wyoming","2003","Wyoming","2003","Wyoming","2003"
